controller,speed_kmh,target_force_N,mean_force_N,std_force_N,cv_percent,min_force_N,max_force_N,contact_loss_percent,NoC,ATR_percent,effort_N2s,mechanical_work_J,signed_mechanical_work_J,trial,scenario_seed,measurement_noise_std_N,actuator_delay_s,actuator_time_constant_s,irregularity_scale,mass_scale_1,mass_scale_2,mass_scale_3,stiffness_scale_1,stiffness_scale_2,stiffness_scale_3,damping_scale_3,contact_stiffness_scale
E-APIC,350.0,188.825,195.6580606246433,176.34678944963858,90.1300916949943,103.6998622630981,1023.5288960691861,0.0,7,27.36686390532544,47.37136790425694,1.070643388640254,-0.34088519704641085,108,1457864183,2.0,0.005,0.015,0.9548374483257323,1.0836466217333778,0.9044518535225697,1.0736663801451038,0.9281742051649343,1.065106739236517,1.068720316310541,1.0253914278574645,1.0354770709752517
ME-APIC,350.0,188.825,193.21497075223735,173.15793381926213,89.61931528654958,102.22227028418855,1015.73621261017,0.0,7,23.076923076923073,25.77726403301537,0.8502650735739394,-0.5103852457507942,108,1457864183,2.0,0.005,0.015,0.9548374483257323,1.0836466217333778,0.9044518535225697,1.0736663801451038,0.9281742051649343,1.065106739236517,1.068720316310541,1.0253914278574645,1.0354770709752517
Passive,300.0,157.3,167.0770697777256,100.1247546337991,59.927286710858716,81.48856621608631,480.9052013593222,0.0,0,0.0,0.0,0.0,0.0,109,999641338,2.0,0.005,0.015,0.820154911770991,1.0927536240285725,1.088845488639564,1.0335157008437426,0.909256493210128,0.9428763893508756,0.9716527433122575,0.9937626992549575,1.0909482505834482
Continuous,300.0,157.3,164.45313624317006,95.08689263022274,57.820054273468934,87.71190335989277,475.6921233480272,0.0,1,100.0,81.5267963606826,1.7487958028814647,-0.6175026274482773,109,999641338,2.0,0.005,0.015,0.820154911770991,1.0927536240285725,1.088845488639564,1.0335157008437426,0.909256493210128,0.9428763893508756,0.9716527433122575,0.9937626992549575,1.0909482505834482
T-APIC,300.0,157.3,166.9713645010836,98.70461596141374,59.11469685616252,86.57243877949392,480.65184844810875,0.0,8,27.594936708860757,21.871743228408555,0.6109299505160519,-0.2667566491583573,109,999641338,2.0,0.005,0.015,0.820154911770991,1.0927536240285725,1.088845488639564,1.0335157008437426,0.909256493210128,0.9428763893508756,0.9716527433122575,0.9937626992549575,1.0909482505834482
E-APIC,300.0,157.3,167.34060519997678,97.72985645911815,58.401758701857325,86.57243841412571,480.670319577347,0.0,7,23.41772151898734,19.11575518704699,0.5254559072866954,-0.2002014929598833,109,999641338,2.0,0.005,0.015,0.820154911770991,1.0927536240285725,1.088845488639564,1.0335157008437426,0.909256493210128,0.9428763893508756,0.9716527433122575,0.9937626992549575,1.0909482505834482
ME-APIC,300.0,157.3,166.88616728972255,98.73880078273784,59.165359470040706,85.75963589384126,479.75688558478475,0.0,7,22.78481012658228,17.489306022848215,0.5574675860659479,-0.11786626961995032,109,999641338,2.0,0.005,0.015,0.820154911770991,1.0927536240285725,1.088845488639564,1.0335157008437426,0.909256493210128,0.9428763893508756,0.9716527433122575,0.9937626992549575,1.0909482505834482
Passive,350.0,188.825,193.86673922598558,174.59071462205387,90.05707493668517,94.82981754951784,1032.5224848757314,0.0,0,0.0,0.0,0.0,0.0,109,999641338,2.0,0.005,0.015,0.820154911770991,1.0927536240285725,1.088845488639564,1.0335157008437426,0.909256493210128,0.9428763893508756,0.9716527433122575,0.9937626992549575,1.0909482505834482
Continuous,350.0,188.825,192.36597121203303,172.3484064823069,89.59401987596755,94.75130001275504,1018.9239987457612,0.0,1,99.99999999999999,135.45258412075805,2.914313855649917,-1.3428710458141928,109,999641338,2.0,0.005,0.015,0.820154911770991,1.0927536240285725,1.088845488639564,1.0335157008437426,0.909256493210128,0.9428763893508756,0.9716527433122575,0.9937626992549575,1.0909482505834482
T-APIC,350.0,188.825,194.8451080078357,174.9272824865371,89.77761067498929,100.3482609529933,1014.2665640398069,0.0,7,26.923076923076923,21.255739136233593,0.8219758007733647,-0.2132681625220363,109,999641338,2.0,0.005,0.015,0.820154911770991,1.0927536240285725,1.088845488639564,1.0335157008437426,0.909256493210128,0.9428763893508756,0.9716527433122575,0.9937626992549575,1.0909482505834482
E-APIC,350.0,188.825,196.4167975227398,177.34882994688527,90.29208916124041,100.3482609529933,1025.384813906377,0.0,7,27.36686390532544,52.60408562949208,1.0646662678736172,-0.21599052223393592,109,999641338,2.0,0.005,0.015,0.820154911770991,1.0927536240285725,1.088845488639564,1.0335157008437426,0.909256493210128,0.9428763893508756,0.9716527433122575,0.9937626992549575,1.0909482505834482
ME-APIC,350.0,188.825,193.31106044785457,173.4404623090111,89.72092021387286,99.3340838180682,1013.7950254775188,0.0,7,23.076923076923073,26.08606160155284,0.841643376961647,-0.5789188618348113,109,999641338,2.0,0.005,0.015,0.820154911770991,1.0927536240285725,1.088845488639564,1.0335157008437426,0.909256493210128,0.9428763893508756,0.9716527433122575,0.9937626992549575,1.0909482505834482
Passive,300.0,157.3,170.12523488335506,102.55850140828578,60.284120388491544,82.92765080430556,463.56921137356875,0.0,0,0.0,0.0,0.0,0.0,110,1923237620,2.0,0.005,0.015,0.8753284427803926,1.0696961779459437,1.0116118527619056,0.9521674297277389,1.0880676369164555,0.9111225753107617,0.9608645748025414,0.9258243887784663,0.9485103100991035
Continuous,300.0,157.3,166.53805635618536,96.9146919755858,58.193721060553436,85.90270628476763,460.16998551009016,0.0,1,100.0,84.68361255310433,1.8307822930008348,-0.7076966559450729,110,1923237620,2.0,0.005,0.015,0.8753284427803926,1.0696961779459437,1.0116118527619056,0.9521674297277389,1.0880676369164555,0.9111225753107617,0.9608645748025414,0.9258243887784663,0.9485103100991035
T-APIC,300.0,157.3,169.87265326128593,101.09270825879007,59.51087848336395,85.70233995527191,466.4539794593666,0.0,8,27.594936708860757,23.54910510419063,0.6421985327220558,-0.24866735918425772,110,1923237620,2.0,0.005,0.015,0.8753284427803926,1.0696961779459437,1.0116118527619056,0.9521674297277389,1.0880676369164555,0.9111225753107617,0.9608645748025414,0.9258243887784663,0.9485103100991035
E-APIC,300.0,157.3,170.861045433641,101.41092164017087,59.35286266263473,85.70233995527191,470.04916353933623,0.0,6,18.73417721518987,18.848221260420534,0.3804216643863916,-0.05467781603545873,110,1923237620,2.0,0.005,0.015,0.8753284427803926,1.0696961779459437,1.0116118527619056,0.9521674297277389,1.0880676369164555,0.9111225753107617,0.9608645748025414,0.9258243887784663,0.9485103100991035
ME-APIC,300.0,157.3,169.86441164034304,101.28126531886299,59.62477033347493,85.46380820970265,464.1264563288398,0.0,7,22.78481012658228,17.41515399284733,0.5449625786072749,-0.09632806965189783,110,1923237620,2.0,0.005,0.015,0.8753284427803926,1.0696961779459437,1.0116118527619056,0.9521674297277389,1.0880676369164555,0.9111225753107617,0.9608645748025414,0.9258243887784663,0.9485103100991035
Passive,350.0,188.825,196.44228535213412,178.42909045163609,90.83028642829707,99.72700711932269,1086.5934844799876,0.0,0,0.0,0.0,0.0,0.0,110,1923237620,2.0,0.005,0.015,0.8753284427803926,1.0696961779459437,1.0116118527619056,0.9521674297277389,1.0880676369164555,0.9111225753107617,0.9608645748025414,0.9258243887784663,0.9485103100991035
Continuous,350.0,188.825,193.9703391295097,175.16891477419588,90.30706218296575,102.47794278138481,1061.6289372004899,0.0,1,99.99999999999999,142.85424280301768,2.977926791100807,-1.4971016018691474,110,1923237620,2.0,0.005,0.015,0.8753284427803926,1.0696961779459437,1.0116118527619056,0.9521674297277389,1.0880676369164555,0.9111225753107617,0.9608645748025414,0.9258243887784663,0.9485103100991035
T-APIC,350.0,188.825,197.1184906098935,177.7486228221365,90.17349020488855,102.5689174231057,1057.240002821045,0.0,7,26.923076923076923,23.672656028960787,0.8937424653235323,-0.2604810670277672,110,1923237620,2.0,0.005,0.015,0.8753284427803926,1.0696961779459437,1.0116118527619056,0.9521674297277389,1.0880676369164555,0.9111225753107617,0.9608645748025414,0.9258243887784663,0.9485103100991035
E-APIC,350.0,188.825,197.69359427018728,179.54099801372877,90.81781262388834,102.5689174231057,1068.652324781512,0.0,7,27.36686390532544,51.24772971797986,1.2230614622936533,-0.5220955487049116,110,1923237620,2.0,0.005,0.015,0.8753284427803926,1.0696961779459437,1.0116118527619056,0.9521674297277389,1.0880676369164555,0.9111225753107617,0.9608645748025414,0.9258243887784663,0.9485103100991035
ME-APIC,350.0,188.825,196.01224187590947,176.99409757353416,90.29747115773758,102.20716126953256,1062.4025217214332,0.0,7,23.076923076923073,28.145738007232676,0.9035981148720673,-0.516945783431983,110,1923237620,2.0,0.005,0.015,0.8753284427803926,1.0696961779459437,1.0116118527619056,0.9521674297277389,1.0880676369164555,0.9111225753107617,0.9608645748025414,0.9258243887784663,0.9485103100991035
Passive,300.0,157.3,169.23611351615364,100.61018149613247,59.449593473752984,82.6092713512785,472.64449132684035,0.0,0,0.0,0.0,0.0,0.0,111,1944579393,2.0,0.005,0.015,1.0440140511251603,0.9401193215225672,1.0006934639055072,1.0195653412508785,1.0218906907071186,1.078986276881556,1.0426388620940095,0.9236223215117952,0.9466861515747519
Continuous,300.0,157.3,166.76055817918999,95.43027066077809,57.22592422498069,89.52396232629016,472.77034029988437,0.0,1,100.0,77.00828187458946,1.6913466749004242,-0.6226483040011515,111,1944579393,2.0,0.005,0.015,1.0440140511251603,0.9401193215225672,1.0006934639055072,1.0195653412508785,1.0218906907071186,1.078986276881556,1.0426388620940095,0.9236223215117952,0.9466861515747519
T-APIC,300.0,157.3,169.2960045187348,99.06942702552638,58.51846728879125,88.74891174103028,473.586072057406,0.0,8,27.594936708860757,23.6692176252574,0.6511596756980362,-0.19304221576620847,111,1944579393,2.0,0.005,0.015,1.0440140511251603,0.9401193215225672,1.0006934639055072,1.0195653412508785,1.0218906907071186,1.078986276881556,1.0426388620940095,0.9236223215117952,0.9466861515747519
E-APIC,300.0,157.3,170.2332605732016,99.02913951781629,58.17261514252264,88.74889463664266,460.05944610664545,0.0,6,18.73417721518987,18.12135147722414,0.4405469091677232,-0.012491366884118178,111,1944579393,2.0,0.005,0.015,1.0440140511251603,0.9401193215225672,1.0006934639055072,1.0195653412508785,1.0218906907071186,1.078986276881556,1.0426388620940095,0.9236223215117952,0.9466861515747519
ME-APIC,300.0,157.3,169.2830082908051,99.37984243396247,58.70633056286515,87.52888497457432,463.0691953406265,0.0,7,22.78481012658228,16.380149628513735,0.49245099406544013,-0.1039359884620083,111,1944579393,2.0,0.005,0.015,1.0440140511251603,0.9401193215225672,1.0006934639055072,1.0195653412508785,1.0218906907071186,1.078986276881556,1.0426388620940095,0.9236223215117952,0.9466861515747519
Passive,350.0,188.825,194.26485260909743,168.1266490787423,86.54506814830225,91.50815327570132,1019.6918561897135,0.0,0,0.0,0.0,0.0,0.0,111,1944579393,2.0,0.005,0.015,1.0440140511251603,0.9401193215225672,1.0006934639055072,1.0195653412508785,1.0218906907071186,1.078986276881556,1.0426388620940095,0.9236223215117952,0.9466861515747519
Continuous,350.0,188.825,192.92322833853535,165.71005888684678,85.89430122746246,100.68444688987816,1007.61180259671,0.0,1,99.99999999999999,137.20528785592745,2.957901415333245,-1.2715794535647271,111,1944579393,2.0,0.005,0.015,1.0440140511251603,0.9401193215225672,1.0006934639055072,1.0195653412508785,1.0218906907071186,1.078986276881556,1.0426388620940095,0.9236223215117952,0.9466861515747519
T-APIC,350.0,188.825,195.33243367354876,167.76706700792386,85.8879725464877,99.34888848907238,992.9593108673171,0.0,7,26.923076923076923,23.82571465950073,0.8957529031810259,-0.18909368589941897,111,1944579393,2.0,0.005,0.015,1.0440140511251603,0.9401193215225672,1.0006934639055072,1.0195653412508785,1.0218906907071186,1.078986276881556,1.0426388620940095,0.9236223215117952,0.9466861515747519
E-APIC,350.0,188.825,198.02569904356986,171.12650458747723,86.41631132423159,99.34888848907238,1009.8688718047495,0.0,5,16.420118343195266,36.36494587198161,0.8923551394379039,0.30035002635456987,111,1944579393,2.0,0.005,0.015,1.0440140511251603,0.9401193215225672,1.0006934639055072,1.0195653412508785,1.0218906907071186,1.078986276881556,1.0426388620940095,0.9236223215117952,0.9466861515747519
ME-APIC,350.0,188.825,194.11364730191607,166.6664332584386,85.86023475166212,97.41117786085987,993.1458923531336,0.0,7,23.076923076923073,29.10199932197742,0.9172324266822987,-0.45608116294675966,111,1944579393,2.0,0.005,0.015,1.0440140511251603,0.9401193215225672,1.0006934639055072,1.0195653412508785,1.0218906907071186,1.078986276881556,1.0426388620940095,0.9236223215117952,0.9466861515747519
Passive,300.0,157.3,167.1303631262738,99.89231691626945,59.7691018243027,79.86867027225664,454.46852799092545,0.0,0,0.0,0.0,0.0,0.0,112,2046838169,2.0,0.005,0.015,1.0383451379846953,0.9631998518785453,1.085847792619568,0.9058706917545913,1.052439800953498,0.9952583155512222,0.9607896505634597,1.0420634948954426,0.9472191565911326
Continuous,300.0,157.3,164.46850002838033,94.85955565697354,57.67642779049166,83.26822433165422,452.44462632194205,0.0,1,100.0,75.0001633875879,1.6398551814869589,-0.6124920411593381,112,2046838169,2.0,0.005,0.015,1.0383451379846953,0.9631998518785453,1.085847792619568,0.9058706917545913,1.052439800953498,0.9952583155512222,0.9607896505634597,1.0420634948954426,0.9472191565911326
T-APIC,300.0,157.3,167.14853281302922,98.48695347773709,58.92181751179574,83.04430217228388,455.0055930299883,0.0,8,27.594936708860757,22.913980221987803,0.6240885738354304,-0.19562248180822242,112,2046838169,2.0,0.005,0.015,1.0383451379846953,0.9631998518785453,1.085847792619568,0.9058706917545913,1.052439800953498,0.9952583155512222,0.9607896505634597,1.0420634948954426,0.9472191565911326
E-APIC,300.0,157.3,168.0478277330084,98.45368379235941,58.586704226121256,83.04430217228388,458.23630026226516,0.0,6,18.73417721518987,17.45370340397075,0.4150632231058753,-0.020931734230297445,112,2046838169,2.0,0.005,0.015,1.0383451379846953,0.9631998518785453,1.085847792619568,0.9058706917545913,1.052439800953498,0.9952583155512222,0.9607896505634597,1.0420634948954426,0.9472191565911326
ME-APIC,300.0,157.3,167.08675458465433,98.7657951003977,59.11048745061244,82.7756561718137,452.38826832455527,0.0,7,22.78481012658228,15.446870915523709,0.4651271059009581,-0.09574174297774753,112,2046838169,2.0,0.005,0.015,1.0383451379846953,0.9631998518785453,1.085847792619568,0.9058706917545913,1.052439800953498,0.9952583155512222,0.9607896505634597,1.0420634948954426,0.9472191565911326
Passive,350.0,188.825,191.61718449520774,167.3601998938183,87.34091377801448,96.4323239475948,1010.3752537973921,0.0,0,0.0,0.0,0.0,0.0,112,2046838169,2.0,0.005,0.015,1.0383451379846953,0.9631998518785453,1.085847792619568,0.9058706917545913,1.052439800953498,0.9952583155512222,0.9607896505634597,1.0420634948954426,0.9472191565911326
Continuous,350.0,188.825,190.05826463768165,165.15298072377718,86.89597426274372,96.48377080748322,1016.7858373974688,0.0,1,99.99999999999999,133.6269784420459,2.8484794840438195,-1.2701865330655135,112,2046838169,2.0,0.005,0.015,1.0383451379846953,0.9631998518785453,1.085847792619568,0.9058706917545913,1.052439800953498,0.9952583155512222,0.9607896505634597,1.0420634948954426,0.9472191565911326
T-APIC,350.0,188.825,192.54165891890165,167.0457011161754,86.75821225085366,99.68395557897215,995.5268657020524,0.0,7,26.923076923076923,22.521084408682803,0.8485628979839546,-0.19589019501434388,112,2046838169,2.0,0.005,0.015,1.0383451379846953,0.9631998518785453,1.085847792619568,0.9058706917545913,1.052439800953498,0.9952583155512222,0.9607896505634597,1.0420634948954426,0.9472191565911326
E-APIC,350.0,188.825,193.2518060277499,168.68928298738481,87.28988693806151,99.68395557897215,1002.1181117591858,0.0,7,27.36686390532544,49.72868048011482,1.1197625334292656,-0.41761370478408555,112,2046838169,2.0,0.005,0.015,1.0383451379846953,0.9631998518785453,1.085847792619568,0.9058706917545913,1.052439800953498,0.9952583155512222,0.9607896505634597,1.0420634948954426,0.9472191565911326
ME-APIC,350.0,188.825,191.36731743066983,166.24147392952275,86.87035809536816,99.27420959089679,995.8369625094364,0.0,7,22.928994082840234,26.01488477118567,0.8470629007437935,-0.47944600307265856,112,2046838169,2.0,0.005,0.015,1.0383451379846953,0.9631998518785453,1.085847792619568,0.9058706917545913,1.052439800953498,0.9952583155512222,0.9607896505634597,1.0420634948954426,0.9472191565911326
Passive,300.0,157.3,164.8179196061591,97.17956422444794,58.96177093890247,84.54145136740979,467.5038317880054,0.0,0,0.0,0.0,0.0,0.0,113,1195960043,2.0,0.005,0.015,1.1373376491574603,1.0649755537651053,1.006803961143622,1.0611742359508718,0.949230006597776,0.9177675602924263,1.0281601446758888,1.0840359862366733,0.9079021183657077
Continuous,300.0,157.3,162.09500257068106,92.30644104395752,56.94588949693718,87.03450042700074,465.4710443824732,0.0,1,100.0,80.86898906187652,1.7391594704053,-0.5779449214881959,113,1195960043,2.0,0.005,0.015,1.1373376491574603,1.0649755537651053,1.006803961143622,1.0611742359508718,0.949230006597776,0.9177675602924263,1.0281601446758888,1.0840359862366733,0.9079021183657077
T-APIC,300.0,157.3,164.71837742138806,95.87546997394367,58.20569111646349,86.87663375212696,470.7257129263511,0.0,8,27.594936708860757,21.1377592944485,0.590615849219038,-0.2506940317170247,113,1195960043,2.0,0.005,0.015,1.1373376491574603,1.0649755537651053,1.006803961143622,1.0611742359508718,0.949230006597776,0.9177675602924263,1.0281601446758888,1.0840359862366733,0.9079021183657077
E-APIC,300.0,157.3,165.72077675493037,96.05486839681963,57.96187435137754,86.87663375212696,474.56014301306914,0.0,6,18.73417721518987,14.850652029557022,0.3946688313766259,-0.04208372283363303,113,1195960043,2.0,0.005,0.015,1.1373376491574603,1.0649755537651053,1.006803961143622,1.0611742359508718,0.949230006597776,0.9177675602924263,1.0281601446758888,1.0840359862366733,0.9079021183657077
ME-APIC,300.0,157.3,164.62479124595225,95.96925947441366,58.29575165931962,86.688540576174,469.3723642674969,0.0,7,22.78481012658228,16.6716608913277,0.52759799439737,-0.11071513297553141,113,1195960043,2.0,0.005,0.015,1.1373376491574603,1.0649755537651053,1.006803961143622,1.0611742359508718,0.949230006597776,0.9177675602924263,1.0281601446758888,1.0840359862366733,0.9079021183657077
Passive,350.0,188.825,191.0980019603324,170.39649219096182,89.16707157740575,95.96608094701185,1005.8291945602649,0.0,0,0.0,0.0,0.0,0.0,113,1195960043,2.0,0.005,0.015,1.1373376491574603,1.0649755537651053,1.006803961143622,1.0611742359508718,0.949230006597776,0.9177675602924263,1.0281601446758888,1.0840359862366733,0.9079021183657077
Continuous,350.0,188.825,189.5282736123834,168.28804011087877,88.79310558964704,103.05036289571659,1002.6659654062722,0.0,1,99.99999999999999,134.53844889619384,2.8600372596974277,-1.3315096399418263,113,1195960043,2.0,0.005,0.015,1.1373376491574603,1.0649755537651053,1.006803961143622,1.0611742359508718,0.949230006597776,0.9177675602924263,1.0281601446758888,1.0840359862366733,0.9079021183657077
T-APIC,350.0,188.825,191.9956801679965,170.6009660096227,88.8566689939829,103.3628526556483,991.8663530905878,0.0,7,26.923076923076923,21.574288052803432,0.806431048881355,-0.2208280103975664,113,1195960043,2.0,0.005,0.015,1.1373376491574603,1.0649755537651053,1.006803961143622,1.0611742359508718,0.949230006597776,0.9177675602924263,1.0281601446758888,1.0840359862366733,0.9079021183657077
E-APIC,350.0,188.825,192.89017374215524,172.43377539542112,89.39479500180289,103.36171201798234,999.3340900537377,0.0,7,27.36686390532544,46.77506250810601,1.0570373347131674,-0.39091280851669036,113,1195960043,2.0,0.005,0.015,1.1373376491574603,1.0649755537651053,1.006803961143622,1.0611742359508718,0.949230006597776,0.9177675602924263,1.0281601446758888,1.0840359862366733,0.9079021183657077
ME-APIC,350.0,188.825,190.57708060973684,169.30385939612094,88.83747135513156,100.94662849550149,991.1183383513944,0.0,7,22.928994082840234,24.408470107309594,0.8184735137584913,-0.5547460177545743,113,1195960043,2.0,0.005,0.015,1.1373376491574603,1.0649755537651053,1.006803961143622,1.0611742359508718,0.949230006597776,0.9177675602924263,1.0281601446758888,1.0840359862366733,0.9079021183657077
Passive,300.0,157.3,167.48076335580214,100.516502832485,60.016745098626124,81.862551471848,465.07025898672526,0.0,0,0.0,0.0,0.0,0.0,114,1853768071,2.0,0.005,0.015,1.1884411596262092,0.9315828372676377,1.025883481190483,1.0840708733650093,1.0811958029591744,0.9674247991828954,0.9807486520141703,1.0026597350816384,1.01334028744219
Continuous,300.0,157.3,164.6435771951996,95.2758471373878,57.86794040828559,88.51766048832681,464.1223702938443,0.0,1,100.0,80.83319023876614,1.7441193850077783,-0.634332882284688,114,1853768071,2.0,0.005,0.015,1.1884411596262092,0.9315828372676377,1.025883481190483,1.0840708733650093,1.0811958029591744,0.9674247991828954,0.9807486520141703,1.0026597350816384,1.01334028744219
T-APIC,300.0,157.3,167.33542606225606,98.97947708525393,59.150342168686535,87.5531801434973,466.14962373561065,0.0,8,27.594936708860757,24.331370861357396,0.6426089787050939,-0.24145621778992832,114,1853768071,2.0,0.005,0.015,1.1884411596262092,0.9315828372676377,1.025883481190483,1.0840708733650093,1.0811958029591744,0.9674247991828954,0.9807486520141703,1.0026597350816384,1.01334028744219
E-APIC,300.0,157.3,167.9014777160032,98.89166480664656,58.898626832764855,87.55316736868177,457.25497039599196,0.0,7,23.41772151898734,16.81156155602301,0.4525457695051845,-0.14658268946324685,114,1853768071,2.0,0.005,0.015,1.1884411596262092,0.9315828372676377,1.025883481190483,1.0840708733650093,1.0811958029591744,0.9674247991828954,0.9807486520141703,1.0026597350816384,1.01334028744219
ME-APIC,300.0,157.3,167.33070702799753,99.18915758982727,59.27731935850309,86.4350068751829,454.4793586701455,0.0,7,22.78481012658228,17.661192666789724,0.524317068640782,-0.09659210812908395,114,1853768071,2.0,0.005,0.015,1.1884411596262092,0.9315828372676377,1.025883481190483,1.0840708733650093,1.0811958029591744,0.9674247991828954,0.9807486520141703,1.0026597350816384,1.01334028744219
Passive,350.0,188.825,191.5874167203401,165.06247058495092,86.15517313743648,89.42606818585271,993.8198727026057,0.0,0,0.0,0.0,0.0,0.0,114,1853768071,2.0,0.005,0.015,1.1884411596262092,0.9315828372676377,1.025883481190483,1.0840708733650093,1.0811958029591744,0.9674247991828954,0.9807486520141703,1.0026597350816384,1.01334028744219
Continuous,350.0,188.825,189.79225783934632,162.29419986651777,85.51149647205058,96.01501954029756,984.7159262933648,0.0,1,99.99999999999999,138.0660345462484,2.8955293979190997,-1.352060180950822,114,1853768071,2.0,0.005,0.015,1.1884411596262092,0.9315828372676377,1.025883481190483,1.0840708733650093,1.0811958029591744,0.9674247991828954,0.9807486520141703,1.0026597350816384,1.01334028744219
T-APIC,350.0,188.825,192.40870292718185,164.60673150908895,85.55056450403144,96.30150739095224,965.7746553791055,0.0,7,26.923076923076923,22.01570765649687,0.8469002696748842,-0.22253553514626437,114,1853768071,2.0,0.005,0.015,1.1884411596262092,0.9315828372676377,1.025883481190483,1.0840708733650093,1.0811958029591744,0.9674247991828954,0.9807486520141703,1.0026597350816384,1.01334028744219
E-APIC,350.0,188.825,193.93978808708835,167.87838410218194,86.5621158804177,96.30150739095224,983.1037384200008,0.0,6,21.89349112426035,34.16751573349946,0.7752468111057972,-0.05049200865291115,114,1853768071,2.0,0.005,0.015,1.1884411596262092,0.9315828372676377,1.025883481190483,1.0840708733650093,1.0811958029591744,0.9674247991828954,0.9807486520141703,1.0026597350816384,1.01334028744219
ME-APIC,350.0,188.825,191.16543049269228,163.72172849862505,85.64400377027565,94.62096305536966,968.5982501238428,0.0,7,23.076923076923073,28.14295224115926,0.8735532099548593,-0.5273605739716684,114,1853768071,2.0,0.005,0.015,1.1884411596262092,0.9315828372676377,1.025883481190483,1.0840708733650093,1.0811958029591744,0.9674247991828954,0.9807486520141703,1.0026597350816384,1.01334028744219
Passive,300.0,157.3,167.95147975417956,99.08814381461741,58.99807727782259,87.0422788568054,486.646825144939,0.0,0,0.0,0.0,0.0,0.0,115,1321615879,2.0,0.005,0.015,0.8081388501010105,1.0831436818992477,0.9439427452836405,1.0051012801113306,0.9163997305578725,0.9192500833703093,0.9622791063651249,0.965154786834741,1.0926177018200645
Continuous,300.0,157.3,164.8805747509243,93.83286083821247,56.909591066115844,89.67708041084862,486.63639602538836,0.0,1,100.0,84.12645311636106,1.8019402264424527,-0.6518216307795193,115,1321615879,2.0,0.005,0.015,0.8081388501010105,1.0831436818992477,0.9439427452836405,1.0051012801113306,0.9163997305578725,0.9192500833703093,0.9622791063651249,0.965154786834741,1.0926177018200645
T-APIC,300.0,157.3,167.83761106930905,97.65871645201348,58.186431414163195,89.50132636151858,492.4329861533971,0.0,8,27.594936708860757,23.19466380924214,0.6287042420131694,-0.24046761713730552,115,1321615879,2.0,0.005,0.015,0.8081388501010105,1.0831436818992477,0.9439427452836405,1.0051012801113306,0.9163997305578725,0.9192500833703093,0.9622791063651249,0.965154786834741,1.0926177018200645
E-APIC,300.0,157.3,168.9023167387623,97.77801669408265,57.89027562322539,89.50132636151858,495.9013389144991,0.0,6,18.73417721518987,16.24970717459387,0.4248613177591171,-0.024386250255292986,115,1321615879,2.0,0.005,0.015,0.8081388501010105,1.0831436818992477,0.9439427452836405,1.0051012801113306,0.9163997305578725,0.9192500833703093,0.9622791063651249,0.965154786834741,1.0926177018200645
ME-APIC,300.0,157.3,167.67886465378365,97.67146854507521,58.249123255183775,89.29024341160513,490.57584109950216,0.0,7,22.78481012658228,17.36292602509646,0.5402570383580866,-0.12915946193319292,115,1321615879,2.0,0.005,0.015,0.8081388501010105,1.0831436818992477,0.9439427452836405,1.0051012801113306,0.9163997305578725,0.9192500833703093,0.9622791063651249,0.965154786834741,1.0926177018200645
Passive,350.0,188.825,195.6610593146401,176.7973398185182,90.3589812085258,101.20387170309648,1052.3926176184657,0.0,0,0.0,0.0,0.0,0.0,115,1321615879,2.0,0.005,0.015,0.8081388501010105,1.0831436818992477,0.9439427452836405,1.0051012801113306,0.9163997305578725,0.9192500833703093,0.9622791063651249,0.965154786834741,1.0926177018200645
Continuous,350.0,188.825,193.62931853289768,173.7800891162644,89.74885127571169,93.7729641622289,1046.42060447679,0.0,1,99.99999999999999,139.99562913518866,2.944444051882261,-1.4085279027576316,115,1321615879,2.0,0.005,0.015,0.8081388501010105,1.0831436818992477,0.9439427452836405,1.0051012801113306,0.9163997305578725,0.9192500833703093,0.9622791063651249,0.965154786834741,1.0926177018200645
T-APIC,350.0,188.825,196.55823245778913,176.59737460366088,89.84481209230712,105.50827418752802,1025.1722784932092,0.0,7,26.923076923076923,22.396146155359638,0.8612993438024114,-0.22319226061696068,115,1321615879,2.0,0.005,0.015,0.8081388501010105,1.0831436818992477,0.9439427452836405,1.0051012801113306,0.9163997305578725,0.9192500833703093,0.9622791063651249,0.965154786834741,1.0926177018200645
E-APIC,350.0,188.825,198.0925701356333,179.7831492260798,90.75713899970243,107.63172578234283,1042.3839410590497,0.0,6,21.89349112426035,34.20722011916584,0.7820846348688779,-0.03591557646272733,115,1321615879,2.0,0.005,0.015,0.8081388501010105,1.0831436818992477,0.9439427452836405,1.0051012801113306,0.9163997305578725,0.9192500833703093,0.9622791063651249,0.965154786834741,1.0926177018200645
ME-APIC,350.0,188.825,195.1461976362432,175.36305432254417,89.86239877931148,105.06647725096984,1027.4732653670042,0.0,7,23.076923076923073,27.346248619552547,0.873439230773349,-0.5474836595401564,115,1321615879,2.0,0.005,0.015,0.8081388501010105,1.0831436818992477,0.9439427452836405,1.0051012801113306,0.9163997305578725,0.9192500833703093,0.9622791063651249,0.965154786834741,1.0926177018200645
Passive,300.0,157.3,166.8777258462722,99.40231295044971,59.56595611928409,84.51992429009572,467.2641209892366,0.0,0,0.0,0.0,0.0,0.0,116,1462800635,2.0,0.005,0.015,0.8887908711968218,1.056698164174789,0.9938158378008134,0.9072044146162953,0.9951059077845019,0.9938069597391572,0.9738548478892929,1.0485178272085958,0.9685299826330444
